Data Format: 
11605,5/26/14 22:00:00,-888.880,7.1,-0.204,0.006,1.,0.4,2.9,243.,68.86,73.7,60.15,62.96,0.00,4.42
11606,5/26/14 22:15:00,-888.880,7.1,-0.204,0.006,1.,0.9,3.4,233.,69.26,72.2,59.97,62.96,0.00,4.42
11607,5/26/14 22:30:00,-888.880,7.1,-0.204,0.006,1.,1.6,5.4,227.,69.94,70.3,59.86,62.92,0.00,4.42
11608,5/26/14 22:45:00,-888.880,7.1,-0.204,0.006,1.,1.3,4.9,225.,70.07,68.4,59.22,62.83,0.00,4.39
11609,5/26/14 23:00:00,-888.880,6.5,-0.204,0.006,1.,2.5,6.3,247.,70.63,66.8,59.09,62.71,0.00,4.40
11610,5/26/14 23:15:00,-888.880,6.5,-0.204,0.006,1.,2.0,5.4,254.,70.54,66.1,58.71,62.62,0.00,4.42
11611,5/26/14 23:30:00,-888.880,6.5,-0.204,0.006,1.,2.5,4.9,251.,69.94,65.8,58.01,62.58,0.00,4.42
11612,5/26/14 23:45:00,-888.880,6.5,-0.204,0.006,1.,1.6,5.4,263.,69.17,67.3,57.90,62.49,0.00,4.39
11613,5/27/14 00:00:00,-888.880,6.5,-0.204,0.006,1.,2.5,4.3,248.,69.51,66.8,58.03,62.40,0.00,4.40
11614,5/27/14 00:15:00,-888.880,7.1,-0.204,0.006,1.,1.3,3.4,247.,68.40,68.3,57.58,62.28,0.00,4.41
11615,5/27/14 00:30:00,-888.880,7.1,-0.204,0.006,1.,1.6,4.5,241.,68.02,68.2,57.18,62.19,0.00,4.42
11616,5/27/14 00:45:00,-888.880,7.1,-0.204,0.006,1.,1.3,2.5,246.,67.37,70.2,57.36,62.10,0.00,4.39
11617,5/27/14 01:00:00,-888.880,6.5,-0.204,0.006,1.,1.3,3.4,247.,67.33,70.5,57.45,62.02,0.00,4.39
11618,5/27/14 01:15:00,-888.880,6.5,-0.204,0.006,1.,2.5,5.8,251.,68.11,69.6,57.83,61.93,0.00,4.40
11619,5/27/14 01:30:00,-888.880,6.5,-0.204,0.006,1.,2.5,4.9,248.,68.14,68.3,57.34,61.84,0.00,4.40
11620,5/27/14 01:45:00,-888.880,6.5,-0.204,0.006,1.,2.0,4.3,244.,67.84,68.4,57.09,61.81,0.00,4.37
11621,5/27/14 02:00:00,-888.880,6.5,-0.204,0.006,1.,1.6,3.8,251.,67.59,68.6,56.93,61.72,0.00,4.39
11622,5/27/14 02:15:00,-888.880,6.5,-0.204,0.006,1.,1.6,3.4,243.,66.87,69.4,56.57,61.68,0.00,4.40
11623,5/27/14 02:30:00,-888.880,10.6,-0.204,0.006,1.,0.9,2.5,236.,64.33,72.1,55.18,61.59,0.00,4.40
11624,5/27/14 02:45:00,-888.880,7.6,-0.204,0.006,1.,0.4,1.6,236.,64.76,74.7,56.57,61.47,0.00,4.37
11625,5/27/14 03:00:00,-888.880,8.2,-0.204,0.006,1.,0.9,2.0,236.,65.07,74.8,56.91,61.38,0.00,4.39
11626,5/27/14 03:15:00,-888.880,7.1,-0.204,0.006,1.,1.3,2.9,234.,65.62,75.2,57.60,61.34,0.00,4.39
11627,5/27/14 03:30:00,-888.880,10.6,-0.204,0.006,1.,0.9,3.4,229.,63.86,74.7,55.71,61.25,0.00,4.40
11628,5/27/14 03:45:00,-888.880,14.7,-0.204,0.006,1.,0.0,0.0,229.,62.28,75.9,54.61,61.20,0.00,4.37
11629,5/27/14 04:00:00,-888.880,12.9,-0.204,0.006,1.,0.0,0.4,229.,62.02,77.8,55.04,61.12,0.00,4.39
11630,5/27/14 04:15:00,-888.880,17.6,-0.204,0.006,1.,0.0,0.9,229.,61.41,79.7,55.11,61.00,0.00,4.39
11631,5/27/14 04:30:00,-888.880,16.5,-0.204,0.006,1.,0.0,1.3,229.,61.03,82.3,55.63,60.91,0.00,4.39
11632,5/27/14 04:45:00,-888.880,17.1,-0.204,0.006,1.,0.4,1.3,229.,60.48,84.2,55.72,60.82,0.00,4.37
11633,5/27/14 05:00:00,-888.880,19.4,-0.204,0.006,1.,0.4,0.9,229.,60.44,85.8,56.19,60.73,0.00,4.39
11634,5/27/14 05:15:00,-888.880,21.2,-0.204,0.006,4.,0.0,1.3,229.,60.30,87.0,56.44,60.69,0.00,4.39
11635,5/27/14 05:30:00,-888.880,14.7,-0.204,0.006,13.,0.9,1.6,229.,60.78,87.9,57.20,60.60,0.00,4.39
11636,5/27/14 05:45:00,-888.880,14.1,-0.204,0.006,36.,0.9,1.3,229.,61.12,87.8,57.51,60.57,0.00,4.36
11637,5/27/14 06:00:00,-888.880,11.2,-0.204,0.006,58.,0.9,1.6,229.,61.93,87.7,58.28,60.57,0.00,4.40
11638,5/27/14 06:15:00,-888.880,9.4,-0.204,0.006,91.,0.4,2.0,229.,62.80,87.4,59.04,60.57,0.00,4.44
11639,5/27/14 06:30:00,-888.880,7.6,-0.204,0.006,143.,0.0,0.4,229.,66.43,86.9,62.46,60.64,0.00,4.54
11640,5/27/14 06:45:00,-888.880,7.6,-0.204,0.006,116.,0.4,1.6,229.,67.89,83.2,62.65,60.73,0.00,4.59
11641,5/27/14 07:00:00,-888.880,7.1,-0.204,0.006,234.,0.4,1.6,230.,69.55,78.9,62.74,60.82,0.00,4.56
11642,5/27/14 07:15:00,-888.880,7.1,-0.204,0.006,356.,0.9,2.0,236.,71.31,74.9,62.98,61.00,0.00,4.56
11643,5/27/14 07:30:00,-888.880,7.1,-0.204,0.006,417.,0.9,2.9,268.,73.22,69.9,62.85,61.16,0.00,4.56
11644,5/27/14 07:45:00,-888.880,7.1,-0.204,0.006,356.,0.9,2.5,289.,74.08,67.1,62.51,61.34,0.00,4.56
11645,5/27/14 08:00:00,-888.880,6.5,-0.204,0.006,393.,1.3,4.5,305.,74.89,60.8,60.49,61.59,0.00,4.56
11646,5/27/14 08:15:00,-888.880,5.9,-0.204,0.006,294.,3.8,6.7,48.,72.91,59.6,58.06,61.75,0.00,4.56
11647,5/27/14 08:30:00,-888.880,5.9,-0.204,0.006,412.,2.9,6.7,38.,73.99,57.4,58.03,61.93,0.00,4.56
11648,5/27/14 08:45:00,-888.880,5.9,-0.204,0.006,484.,7.4,13.2,52.,69.73,60.8,55.62,62.06,0.00,4.55
11649,5/27/14 09:00:00,-888.880,5.9,-0.204,0.006,357.,6.7,14.1,83.,67.84,66.5,56.30,62.15,0.00,4.56
11650,5/27/14 09:15:00,-888.880,6.5,-0.204,0.006,547.,7.4,14.1,80.,65.88,69.9,55.81,62.24,0.00,4.56
11651,5/27/14 09:30:00,-888.880,6.5,-0.204,0.006,683.,7.8,15.0,76.,64.76,73.2,56.01,62.31,0.00,4.56
11652,5/27/14 09:45:00,-888.880,6.5,-0.204,0.006,734.,7.8,15.0,74.,65.19,76.6,57.69,62.46,0.00,4.55
11653,5/27/14 10:00:00,-888.880,6.5,-0.204,0.006,393.,7.4,13.6,81.,62.10,78.5,55.36,62.62,0.00,4.56
11654,5/27/14 10:15:00,-888.880,6.5,-0.204,0.006,483.,8.7,14.1,74.,60.85,83.2,55.76,62.71,0.00,4.57
11655,5/27/14 10:30:00,-888.880,8.2,-0.204,0.006,253.,8.7,16.6,74.,58.32,85.5,54.01,62.71,0.00,4.57
11656,5/27/14 10:45:00,-888.880,7.1,-0.204,0.006,321.,8.7,16.1,72.,58.12,89.4,55.04,62.71,0.00,4.54
11657,5/27/14 11:00:00,-888.880,8.2,-0.204,0.006,421.,9.6,18.6,65.,55.69,90.6,53.01,62.62,0.00,4.59
11658,5/27/14 11:15:00,-888.880,7.6,-0.204,0.006,428.,9.6,17.0,66.,56.08,92.1,53.85,62.53,0.00,4.59
11659,5/27/14 11:30:00,-888.880,7.6,-0.204,0.006,244.,9.2,15.9,65.,55.99,92.2,53.80,62.46,0.00,4.59
11660,5/27/14 11:45:00,-888.880,9.4,-0.204,0.006,134.,8.7,16.1,60.,55.69,92.3,53.51,62.37,0.00,4.54
11661,5/27/14 12:00:00,-888.880,11.2,-0.204,0.006,163.,9.2,16.6,73.,54.61,92.6,52.54,62.19,0.00,4.59
11662,5/27/14 12:15:00,-888.880,14.1,-0.204,0.006,126.,10.1,16.1,66.,53.91,93.6,52.12,62.06,0.00,4.59
11663,5/27/14 12:30:00,-888.880,10.0,-0.204,0.006,191.,8.7,17.4,72.,54.43,94.3,52.84,61.93,0.00,4.59
11664,5/27/14 12:45:00,-888.880,8.8,-0.204,0.006,237.,9.2,16.6,76.,54.61,94.1,52.97,61.81,0.00,4.54
11665,5/27/14 13:00:00,-888.880,12.4,-0.204,0.006,157.,9.6,17.4,72.,53.94,94.0,52.29,61.81,0.00,4.59
11666,5/27/14 13:15:00,-888.880,9.4,-0.204,0.006,241.,8.3,14.5,67.,54.55,94.4,53.01,61.72,0.00,4.59
11667,5/27/14 13:30:00,-888.880,8.2,-0.204,0.006,198.,9.6,19.9,69.,54.12,93.8,52.39,61.63,0.00,4.59
11668,5/27/14 13:45:00,-888.880,8.2,-0.204,0.006,228.,11.2,19.5,66.,53.91,92.8,51.89,61.56,0.00,4.54
11669,5/27/14 14:00:00,-888.880,7.6,-0.204,0.006,216.,10.1,17.4,72.,54.12,91.8,51.82,61.47,0.00,4.59
11670,5/27/14 14:15:00,-888.880,7.6,-0.204,0.006,184.,11.2,19.0,67.,53.56,90.5,50.88,61.38,0.00,4.59
11671,5/27/14 14:30:00,-888.880,8.2,-0.204,0.006,168.,10.1,20.8,67.,53.51,89.6,50.56,61.29,0.00,4.59
11672,5/27/14 14:45:00,-888.880,8.2,-0.204,0.006,114.,10.1,17.4,65.,53.26,88.9,50.09,61.20,0.00,4.54
11673,5/27/14 15:00:00,-888.880,7.1,-0.204,0.006,221.,6.7,13.6,74.,54.21,88.6,50.94,61.07,0.00,4.62
11674,5/27/14 15:15:00,-888.880,7.6,-0.204,0.006,226.,8.3,18.6,76.,53.82,87.7,50.27,61.03,0.00,4.59
11675,5/27/14 15:30:00,-888.880,7.6,-0.204,0.006,214.,10.1,18.6,73.,53.47,87.5,49.87,61.00,0.00,4.59
11676,5/27/14 15:45:00,-888.880,7.6,-0.204,0.006,287.,10.1,19.0,66.,53.65,87.8,50.14,60.94,0.00,4.54
11677,5/27/14 16:00:00,-888.880,7.6,-0.204,0.006,188.,9.2,17.4,72.,53.42,87.6,49.86,60.91,0.00,4.59
11678,5/27/14 16:15:00,-888.880,7.6,-0.204,0.006,181.,10.1,19.0,77.,53.04,87.8,49.55,60.82,0.00,4.59
11679,5/27/14 16:30:00,-888.880,7.6,-0.204,0.006,132.,9.6,17.4,67.,52.68,87.2,49.01,60.73,0.00,4.59
11680,5/27/14 16:45:00,-888.880,8.2,-0.204,0.006,81.,9.2,19.0,65.,52.34,87.3,48.70,60.64,0.00,4.53
11681,5/27/14 17:00:00,-888.880,8.8,-0.204,0.006,52.,8.3,16.1,69.,51.89,88.0,48.47,60.57,0.00,4.59
11682,5/27/14 17:15:00,-888.880,8.8,-0.204,0.006,48.,7.8,16.1,66.,52.07,88.9,48.92,60.44,0.00,4.59
11683,5/27/14 17:30:00,-888.880,9.4,-0.204,0.006,53.,7.8,17.9,70.,51.80,89.2,48.74,60.30,0.00,4.59
11684,5/27/14 17:45:00,-888.880,10.0,-0.204,0.006,48.,6.3,15.0,76.,51.73,89.8,48.85,60.22,0.00,4.51
11685,5/27/14 18:00:00,-888.880,10.0,-0.204,0.006,66.,8.3,14.5,67.,51.46,90.3,48.74,60.08,0.00,4.54
11686,5/27/14 18:15:00,-888.880,12.4,-0.204,0.006,68.,7.8,15.0,73.,51.15,91.1,48.67,60.01,0.00,4.59
11687,5/27/14 18:30:00,-888.880,17.6,-0.204,0.006,17.,7.8,17.4,72.,51.06,92.0,48.85,59.92,0.00,4.55
11688,5/27/14 18:45:00,-888.880,22.9,-0.204,0.006,7.,7.4,15.0,62.,50.97,92.8,48.99,59.79,0.00,4.49
11689,5/27/14 19:00:00,-888.880,100.0,-0.204,0.006,9.,8.3,15.9,70.,50.54,93.6,48.78,59.83,0.00,4.48
11690,5/27/14 19:15:00,-888.880,100.0,-0.204,0.006,3.,8.3,17.9,60.,50.27,94.5,48.78,59.79,0.00,4.48
11691,5/27/14 19:30:00,-888.880,100.0,-0.204,0.006,1.,8.7,14.5,62.,50.05,95.2,48.76,59.70,0.00,4.48
11692,5/27/14 19:45:00,-888.880,100.0,-0.204,0.006,1.,8.3,16.6,67.,49.96,95.6,48.78,59.67,0.00,4.44
11693,5/27/14 20:00:00,-888.880,100.0,-0.204,0.006,1.,5.4,9.6,69.,49.96,95.9,48.87,59.52,0.00,4.45
11694,5/27/14 20:15:00,-888.880,100.0,-0.204,0.006,1.,7.8,17.4,58.,49.87,96.0,48.79,59.45,0.00,4.45
11695,5/27/14 20:30:00,-888.880,100.0,-0.204,0.006,1.,8.7,17.4,65.,49.78,96.3,48.79,59.58,0.00,4.44
11696,5/27/14 20:45:00,-888.880,100.0,-0.204,0.006,1.,8.3,15.9,55.,49.60,96.4,48.63,61.34,0.01,4.42
11697,5/27/14 21:00:00,-888.880,100.0,-0.204,0.006,1.,8.7,17.4,66.,49.30,96.3,48.31,61.93,0.00,4.42
11698,5/27/14 21:15:00,-888.880,100.0,-0.204,0.006,1.,9.2,19.0,62.,49.30,96.4,48.34,62.31,0.00,4.43
11699,5/27/14 21:30:00,-888.880,100.0,-0.204,0.006,1.,6.3,13.2,73.,49.12,96.3,48.13,62.87,0.00,4.43
11700,5/27/14 21:45:00,-888.880,100.0,-0.204,0.006,1.,6.3,14.1,60.,49.21,96.4,48.25,62.96,0.00,4.39
11701,5/27/14 22:00:00,-888.880,100.0,-0.204,0.006,1.,7.4,13.2,53.,48.99,96.3,48.00,62.74,0.03,4.41
11702,5/27/14 22:15:00,-888.880,100.0,-0.204,0.006,1.,6.7,16.1,51.,49.03,96.5,48.09,62.71,0.03,4.42
11703,5/27/14 22:30:00,-888.880,100.0,-0.204,0.006,1.,5.8,13.0,42.,49.06,96.6,48.16,62.62,0.03,4.42
11704,5/27/14 22:45:00,-888.880,100.0,-0.204,0.006,1.,6.3,13.0,49.,48.72,96.7,47.84,63.70,0.23,4.39
11705,5/27/14 23:00:00,-888.880,100.0,-0.204,0.006,1.,5.4,13.0,69.,48.49,96.9,47.66,68.27,0.18,4.39
11706,5/27/14 23:15:00,-888.880,100.0,-0.204,0.006,1.,6.3,13.0,55.,48.58,97.1,47.80,69.21,0.04,4.40
11707,5/27/14 23:30:00,-888.880,100.0,-0.204,0.006,1.,4.9,11.2,35.,48.49,97.1,47.71,68.11,0.02,4.41
11708,5/27/14 23:45:00,-888.880,100.0,-0.204,0.006,1.,5.8,12.1,44.,48.54,97.1,47.77,68.49,0.01,4.38
11709,5/28/14 00:00:00,-888.880,100.0,-0.204,0.006,1.,6.3,12.1,56.,48.58,97.1,47.80,69.08,0.02,4.39
11710,5/28/14 00:15:00,-888.880,100.0,-0.204,0.006,1.,5.4,12.1,44.,48.63,97.2,47.89,68.58,0.02,4.39
11711,5/28/14 00:30:00,-888.880,100.0,-0.204,0.006,1.,5.4,15.4,51.,48.45,97.1,47.68,68.95,0.01,4.40
11712,5/28/14 00:45:00,-888.880,100.0,-0.204,0.006,1.,5.4,12.1,42.,48.54,97.1,47.77,68.92,0.00,4.37
11713,5/28/14 01:00:00,-888.880,100.0,-0.204,0.006,1.,7.2,13.6,62.,48.58,97.0,47.79,68.61,0.00,4.39
11714,5/28/14 01:15:00,-888.880,100.0,-0.204,0.006,1.,6.3,12.1,42.,48.85,97.0,48.06,68.23,0.00,4.39
11715,5/28/14 01:30:00,-888.880,100.0,-0.204,0.006,1.,7.2,13.0,58.,48.76,96.8,47.91,67.59,0.00,4.39
11716,5/28/14 01:45:00,-888.880,100.0,-0.204,0.006,1.,6.3,12.1,52.,49.12,96.8,48.27,67.28,0.01,4.36
11717,5/28/14 02:00:00,-888.880,100.0,-0.204,0.006,1.,5.8,12.5,48.,49.30,96.7,48.42,66.69,0.00,4.39
11718,5/28/14 02:15:00,-888.880,100.0,-0.204,0.006,1.,6.3,14.1,45.,49.33,96.7,48.45,66.16,0.00,4.39
11719,5/28/14 02:30:00,-888.880,100.0,-0.204,0.006,1.,4.5,10.1,22.,48.72,96.7,47.84,65.57,0.00,4.39
11720,5/28/14 02:45:00,-888.880,100.0,-0.204,0.006,1.,4.5,8.3,29.,48.76,96.9,47.93,65.48,0.00,4.36
11721,5/28/14 03:00:00,-888.880,100.0,-0.204,0.006,1.,4.9,9.2,21.,48.67,97.0,47.88,65.53,0.00,4.38
11722,5/28/14 03:15:00,-888.880,100.0,-0.204,0.006,1.,4.9,10.1,18.,48.63,97.2,47.89,65.91,0.01,4.39
11723,5/28/14 03:30:00,-888.880,100.0,-0.204,0.006,1.,7.2,12.5,58.,48.54,97.4,47.86,65.82,0.00,4.39
11724,5/28/14 03:45:00,-888.880,100.0,-0.204,0.006,1.,6.3,15.0,49.,48.67,97.4,47.98,65.70,0.01,4.39
11725,5/28/14 04:00:00,-888.880,100.0,-0.204,0.006,1.,7.8,19.0,49.,48.81,97.5,48.15,65.53,0.00,4.38
11726,5/28/14 04:15:00,-888.880,100.0,-0.204,0.006,1.,7.4,15.9,42.,48.90,97.5,48.24,65.75,0.00,4.39
11727,5/28/14 04:30:00,-888.880,100.0,-0.204,0.006,1.,6.3,12.5,45.,48.94,97.5,48.27,65.41,0.00,4.39
11728,5/28/14 04:45:00,-888.880,100.0,-0.204,0.006,1.,7.8,15.9,59.,49.03,97.5,48.36,65.07,0.00,4.36
11729,5/28/14 05:00:00,-888.880,100.0,-0.204,0.006,1.,7.4,15.0,52.,48.76,97.5,48.09,64.76,0.00,4.39
11730,5/28/14 05:15:00,-888.880,100.0,-0.204,0.006,1.,6.7,11.6,52.,48.90,97.4,48.22,64.45,0.00,4.39
11731,5/28/14 05:30:00,-888.880,100.0,-0.204,0.006,1.,6.7,13.0,51.,48.76,97.5,48.09,64.38,0.00,4.39
11732,5/28/14 05:45:00,-888.880,100.0,-0.204,0.006,4.,7.2,14.5,62.,48.67,97.5,48.00,64.08,0.00,4.36
11733,5/28/14 06:00:00,-888.880,100.0,-0.204,0.006,6.,7.8,15.0,59.,48.76,97.6,48.13,63.90,0.00,4.38
11734,5/28/14 06:15:00,-888.880,100.0,-0.204,0.006,4.,7.8,17.0,65.,48.94,97.8,48.36,63.64,0.01,4.39
11735,5/28/14 06:30:00,-888.880,100.0,-0.204,0.006,14.,6.3,13.2,53.,49.03,97.8,48.45,63.52,0.00,4.39
11736,5/28/14 06:45:00,-888.880,100.0,-0.204,0.006,24.,7.2,14.5,58.,49.03,97.9,48.47,63.43,0.00,4.36
11737,5/28/14 07:00:00,-888.880,100.0,-0.204,0.006,31.,8.3,18.3,62.,49.03,97.9,48.47,63.00,0.00,4.39
11738,5/28/14 07:15:00,-888.880,100.0,-0.204,0.006,53.,7.8,15.4,55.,49.03,97.9,48.47,62.87,0.00,4.40
11739,5/28/14 07:30:00,-888.880,100.0,-0.204,0.006,48.,7.4,15.9,58.,49.06,97.9,48.51,62.92,0.00,4.43
11740,5/28/14 07:45:00,-888.880,100.0,-0.204,0.006,49.,7.2,12.5,58.,49.03,97.9,48.47,62.87,0.00,4.41
11741,5/28/14 08:00:00,-888.880,100.0,-0.204,0.006,68.,8.7,15.4,69.,49.03,97.9,48.47,62.96,0.00,4.46
11742,5/28/14 08:15:00,-888.880,100.0,-0.204,0.006,61.,7.2,15.0,52.,49.15,97.9,48.60,63.21,0.00,4.54
11743,5/28/14 08:30:00,-888.880,100.0,-0.204,0.006,83.,6.7,13.2,55.,49.15,97.9,48.60,63.39,0.01,4.54
11744,5/28/14 08:45:00,-888.880,100.0,-0.204,0.006,66.,6.7,14.1,52.,49.24,97.9,48.69,63.99,0.00,4.54
11745,5/28/14 09:00:00,-888.880,100.0,-0.204,0.006,87.,7.2,15.4,53.,49.03,97.9,48.47,64.45,0.00,4.56
11746,5/28/14 09:15:00,-888.880,100.0,-0.204,0.006,72.,6.7,13.2,60.,49.12,97.9,48.56,64.67,0.00,4.59
11747,5/28/14 09:30:00,-888.880,100.0,-0.204,0.006,114.,7.4,15.9,62.,49.21,97.9,48.65,64.38,0.01,4.59
11748,5/28/14 09:45:00,-888.880,100.0,-0.204,0.006,101.,7.4,19.5,55.,49.15,97.9,48.60,64.54,0.00,4.56
11749,5/28/14 10:00:00,-888.880,100.0,-0.204,0.006,124.,7.4,16.6,53.,49.48,97.9,48.92,64.38,0.00,4.59
11750,5/28/14 10:15:00,-888.880,100.0,-0.204,0.006,138.,8.7,19.9,60.,48.94,97.7,48.33,64.11,0.00,4.61
11751,5/28/14 10:30:00,-888.880,100.0,-0.204,0.006,106.,9.6,18.3,62.,49.06,97.6,48.43,63.99,0.00,4.59
11752,5/28/14 10:45:00,-888.880,100.0,-0.204,0.006,58.,7.8,17.9,53.,49.06,97.2,48.33,63.61,0.00,4.54
11753,5/28/14 11:00:00,-888.880,100.0,-0.204,0.006,62.,8.3,18.3,58.,48.85,96.8,48.00,63.48,0.00,4.59
11754,5/28/14 11:15:00,-888.880,100.0,-0.204,0.006,128.,8.7,17.4,53.,49.12,96.5,48.18,63.52,0.00,4.59
11755,5/28/14 11:30:00,-888.880,100.0,-0.204,0.006,136.,8.7,15.4,56.,49.21,96.1,48.16,63.61,0.00,4.59
11756,5/28/14 11:45:00,-888.880,100.0,-0.204,0.006,108.,7.8,15.9,53.,49.03,96.0,47.95,63.52,0.00,4.55
11757,5/28/14 12:00:00,-888.880,100.0,-0.204,0.006,163.,7.8,17.9,52.,48.99,96.1,47.95,63.90,0.00,4.59
11758,5/28/14 12:15:00,-888.880,100.0,-0.204,0.006,156.,7.8,17.9,55.,48.99,96.3,48.00,63.77,0.01,4.61
11759,5/28/14 12:30:00,-888.880,100.0,-0.204,0.006,102.,8.7,20.4,41.,48.94,96.2,47.93,63.55,0.00,4.59
11760,5/28/14 12:45:00,-888.880,100.0,-0.204,0.006,106.,9.2,23.7,51.,48.58,95.8,47.44,63.39,0.00,4.56
11761,5/28/14 13:00:00,-888.880,100.0,-0.204,0.006,109.,10.1,20.8,45.,48.49,95.6,47.30,63.27,0.00,4.59
11762,5/28/14 13:15:00,-888.880,100.0,-0.204,0.006,154.,10.7,20.8,41.,48.00,95.6,46.81,63.30,0.00,4.59
11763,5/28/14 13:30:00,-888.880,100.0,-0.204,0.006,96.,10.7,21.9,52.,47.88,95.6,46.69,63.18,0.00,4.59
11764,5/28/14 13:45:00,-888.880,100.0,-0.204,0.006,87.,10.1,19.5,49.,47.70,95.6,46.53,62.96,0.00,4.56
11765,5/28/14 14:00:00,-888.880,100.0,-0.204,0.006,102.,9.2,17.0,51.,47.70,95.7,46.54,62.92,0.00,4.59
11766,5/28/14 14:15:00,-888.880,100.0,-0.204,0.006,148.,10.7,20.8,52.,47.97,95.1,46.65,62.71,0.00,4.59
11767,5/28/14 14:30:00,-888.880,100.0,-0.204,0.006,134.,10.1,20.8,46.,47.88,94.5,46.38,62.28,0.00,4.59
11768,5/28/14 14:45:00,-888.880,100.0,-0.204,0.006,99.,9.2,17.0,38.,47.19,94.6,45.73,62.37,0.00,4.56
11769,5/28/14 15:00:00,-888.880,100.0,-0.204,0.006,126.,10.1,18.6,48.,46.92,94.9,45.55,62.40,0.00,4.59
11770,5/28/14 15:15:00,-888.880,100.0,-0.204,0.006,146.,9.2,20.4,52.,47.16,94.8,45.75,62.06,0.00,4.59
11771,5/28/14 15:30:00,-888.880,100.0,-0.204,0.006,158.,9.6,21.5,48.,47.25,94.6,45.79,61.84,0.00,4.59
11772,5/28/14 15:45:00,-888.880,100.0,-0.204,0.006,102.,9.2,18.3,49.,47.10,94.4,45.59,61.56,0.00,4.56
11773,5/28/14 16:00:00,-888.880,100.0,-0.204,0.006,111.,9.2,17.9,41.,47.43,94.3,45.88,61.34,0.00,4.61
11774,5/28/14 16:15:00,-888.880,100.0,-0.204,0.006,119.,9.6,17.4,53.,47.34,94.0,45.72,61.20,0.00,4.59
11775,5/28/14 16:30:00,-888.880,100.0,-0.204,0.006,81.,8.7,17.0,49.,47.46,93.5,45.70,61.00,0.00,4.59
11776,5/28/14 16:45:00,-888.880,100.0,-0.204,0.006,82.,7.4,17.9,51.,47.25,93.4,45.45,60.78,0.00,4.56
11777,5/28/14 17:00:00,-888.880,100.0,-0.204,0.006,77.,9.2,18.3,58.,47.34,93.1,45.46,60.57,0.00,4.59
11778,5/28/14 17:15:00,-888.880,95.3,-0.204,0.006,69.,7.8,16.1,51.,47.52,92.7,45.52,60.35,0.00,4.59
11779,5/28/14 17:30:00,-888.880,90.0,-0.204,0.006,58.,8.7,15.0,48.,47.64,92.3,45.54,59.92,0.00,4.59
11780,5/28/14 17:45:00,-888.880,91.2,-0.204,0.006,44.,7.4,15.4,51.,47.34,92.3,45.23,59.70,0.00,4.54
11781,5/28/14 18:00:00,-888.880,88.2,-0.204,0.006,42.,5.8,12.5,51.,47.46,92.7,45.46,59.52,0.00,4.56
11782,5/28/14 18:15:00,-888.880,92.4,-0.204,0.006,23.,6.7,17.4,56.,47.16,92.8,45.19,59.45,0.00,4.56
11783,5/28/14 18:30:00,-888.880,90.6,-0.204,0.006,17.,8.3,14.5,59.,46.92,93.0,45.01,59.27,0.00,4.54
11784,5/28/14 18:45:00,-888.880,88.2,-0.204,0.006,14.,7.8,14.5,56.,47.07,93.1,45.19,59.18,0.00,4.50
11785,5/28/14 19:00:00,-888.880,87.1,-0.204,0.006,11.,6.7,12.5,55.,47.19,92.7,45.19,59.05,0.00,4.50
11786,5/28/14 19:15:00,-888.880,87.1,-0.204,0.006,9.,5.8,13.2,49.,47.10,92.4,45.03,58.93,0.00,4.48
11787,5/28/14 19:30:00,-888.880,85.3,-0.204,0.006,6.,5.4,10.3,52.,47.16,92.0,44.96,58.84,0.00,4.48
11788,5/28/14 19:45:00,-888.880,84.1,-0.204,0.006,2.,6.3,12.1,55.,47.25,91.7,44.98,58.75,0.00,4.44
11789,5/28/14 20:00:00,-888.880,82.4,-0.204,0.006,1.,5.8,14.5,48.,47.25,90.9,44.74,58.68,0.00,4.45
11790,5/28/14 20:15:00,-888.880,81.2,-0.204,0.006,1.,4.3,10.1,51.,47.16,90.7,44.60,58.59,0.00,4.45
11791,5/28/14 20:30:00,-888.880,78.2,-0.204,0.006,1.,5.4,13.2,41.,47.28,89.7,44.42,58.50,0.00,4.44
11792,5/28/14 20:45:00,-888.880,77.6,-0.204,0.006,1.,5.4,12.1,34.,47.34,88.9,44.24,58.37,0.00,4.42
11793,5/28/14 21:00:00,-888.880,77.6,-0.204,0.006,1.,3.4,7.8,17.,47.01,88.7,43.86,58.32,0.00,4.42
11794,5/28/14 21:15:00,-888.880,73.5,-0.204,0.006,1.,3.4,7.8,11.,47.16,88.0,43.81,58.24,0.00,4.42
11795,5/28/14 21:30:00,-888.880,68.2,-0.204,0.006,1.,6.3,12.5,32.,46.89,85.1,42.66,58.15,0.00,4.43
11796,5/28/14 21:45:00,-888.880,71.8,-0.204,0.006,1.,5.8,11.2,27.,45.99,83.9,41.41,57.97,0.00,4.39
11797,5/28/14 22:00:00,-888.880,80.6,-0.204,0.006,1.,3.4,7.2,348.,44.85,86.7,41.14,57.90,0.00,4.39
11798,5/28/14 22:15:00,-888.880,79.4,-0.204,0.006,1.,3.4,7.4,7.,44.64,88.3,41.40,57.69,0.00,4.40
11799,5/28/14 22:30:00,-888.880,87.6,-0.204,0.006,1.,3.4,7.2,355.,44.13,88.9,41.09,57.47,0.00,4.40
11800,5/28/14 22:45:00,-888.880,90.0,-0.204,0.006,1.,2.5,4.9,10.,44.04,89.8,41.25,57.25,0.00,4.38
11801,5/28/14 23:00:00,-888.880,100.0,-0.204,0.006,1.,1.3,3.8,1.,43.07,90.6,40.51,57.04,0.00,4.39
